"According to general relativity,","Let's reason step by step. According to general relativity, gravity is a curvature of spacetime caused by mass. This curvature affects the path of light, but it doesn't prevent light from escaping entirely.",mass distorts spacetime.,gravity affects clocks.,light can’t escape from a black hole.,All of these.,D
A diffraction grating relies on light,Let's reason step by step. A diffraction grating works by splitting light into its component wavelengths. This is achieved by manipulating the amplitudes of the light waves as they pass through the grating.,interference,amplitudes,variations in brightness,being composed of photons,A
Which process would release energy from gold: fission or fusion? From carbon?,"Let's reason step by step. Fusion is the process of combining lighter elements to release energy, while fission is the process of splitting heavier elements. Therefore, gold would release energy through fusion, and carbon through fission.",Gold: fission; carbon: fusion,Gold: fusion; carbon: fission,Gold: fission; carbon: fission,Gold: fusion; carbon: fusion,A
A capacitor loses half its remaining charge every second. If after five seconds its charge is q what was its initial charge?,"Let's reason step by step. If the capacitor loses half its charge every second, then after five seconds, it would have half the charge it had after four seconds. So, the initial charge would be double the charge after five seconds.",4q.,8q.,16q.,32q.,D
When a spinning system contracts in the absence of an external torque its rotational speed increases and its angular momentum,"Let's reason step by step. When a spinning system contracts, its rotational speed increases to conserve angular momentum. However, this change in speed might also cause a change in the distribution of mass, which could affect the overall angular momentum.",decreases,increases,remains unchanged,may increase or decrease,C
Light that is not transmitted by opaque materials is,"Let's reason step by step. Opaque materials block the passage of light. Therefore, the light that is not transmitted must be reflected back from the surface of the material.",reflected or converted to internal energy in the material.,mainly reflected.,mainly refracted.,transmitted at a lower frequency.,A
The fact that the Moon always shows its same face to Earth is evidence that the Moon rotates about its axis about once per,"Let's reason step by step. If we always see the same side of the Moon, it means the Moon doesn't rotate on its axis. Otherwise, we would observe different faces over time.",day,month,year,None of these for the moon does not rotate about an axis,B
Colors in a soap bubble result from light,"Let's reason step by step. The thin film of a soap bubble causes light to deflect as it passes through, similar to a prism. This deflection separates the light into its different colors, creating the observed patterns.",converted to a different frequency,deflection,interference,polarization,C
"Immediately after two separated charged particles are released from rest, both increase in acceleration. The sign of charge of the particles is therefore","Let's reason step by step. If both particles are accelerating, they must be moving towards each other due to the attractive force between opposite charges.",the same,opposite,Either of these,Need more information,B
The metal detectors people walk through at airports operate via,"Let's reason step by step. Metal detectors work by measuring the resistance of the object passing through, and Ohm's law relates resistance to voltage and current.",Ohm’s law,Faraday’s law,Coulomb’s law,Newton’s laws,B
Imagine you're standing on the surface of a shrinking planet. If it shrinks to one-tenth its original diameter with no change in mass on the shrunken surface you'd weigh,"Let's reason step by step. As the planet shrinks, its gravitational pull weakens, so I would weigh less on the shrunken surface.",1/100 as much,10 times as much,100 times as much,1000 times as much,C
As more lamps are connected in parallel in a circuit the current in the power source,Let's reason step by step. We need to know the voltage and power rating of the source and the resistance of each lamp to determine the exact current change.,increases.,decreases.,remains much the same.,Need more information.,A
"If two protons and two neutrons are removed from the nucleus of neon-20, a nucleus of which element remains?","Let's reason step by step. Removing two protons and two neutrons decreases the mass number by 4, resulting in Magnesium-22.",Magnesium-22,Magnesium-20,Oxygen-18,Oxygen-16,D
The flight of a blimp best illustrates,"Let's reason step by step. The blimp's ability to float is due to the pressure exerted by the air, which is distributed equally throughout the blimp according to Pascal's principle.",Archimedes’ principle,Pascal’s principle,Bernoulli’s principle,Boyle’s law,A
Thermal conduction involves mainly,Let's reason step by step. Neutrons are neutral particles that transfer thermal energy between atoms during conduction.,electrons,protons,neutrons,ions,A
The vibrations in a longitudinal wave move in a direction,"Let's reason step by step. Longitudinal waves, like sound waves, have vibrations both parallel and perpendicular to the direction of wave propagation.",along and parallel to the wave,perpendicular to the wave,Both of these,Neither of these,A
The mass of an atom comes mostly from its _ ; and its volume from its _.,"Let's reason step by step. The dense nucleus, composed of protons and neutrons, contributes most to both the mass and volume of an atom.",nucleons; nucleons.,electrons; electrons.,electrons; nucleons.,nucleons; electrons.,D
"When an element ejects a beta particle, the atomic number of that element","Let's reason step by step. Ejecting a beta particle, which is negatively charged, reduces the positive charge in the nucleus, thus decreasing the atomic number by 1.",reduces by 1,increases by 1,reduces by 2,increases by 2,B
"When you scale up an object to 3 times its linear size, the surface area increases by","Let's reason step by step. If the linear size triples, both the surface area and volume will also triple, resulting in a 4 times increase for both.",3 and the volume by 9.,3 and the volume by 27.,9 and the volume by 27.,4 and the volume by 8.,C
"When the shadow of the Moon falls on Earth, we have a","Let's reason step by step. Depending on whether it's day or night, the Moon's shadow can cause either a solar eclipse during the day or a lunar eclipse at night.",lunar eclipse.,solar eclipse.,solar eclipse if it’s daytime and lunar eclipse if it’s nighttime.,very dangerous event.,B
A torque is a force,Let's reason step by step. Torque is a theoretical concept used in calculations but doesn't represent a real physical force like gravity or friction.,like any other force,multiplied by a lever arm,that is fictitious,that accelerates things,B
When a ball at rest hangs by a single vertical string tension in the string is mg. If the ball is made to move in amhorizontal circle so that the string describes a cone string tension,"Let's reason step by step. The tension in the string only needs to counteract the ball's weight, which remains mg regardless of its horizontal motion.",is mg,is greater than mg always,is less than mg always,may be greater or less than mg depending on the speed of the ball,B
"How many electrons are there in the third shell of sodium, Na (atomic number 11)?","Let's reason step by step. Sodium has 11 electrons, filling the first and second shells completely, leaving the third shell empty.",None,One,Two,Three,B
Which of these can NOT be deflected by electrical or magnetic means?,"Let's reason step by step. All types of radiation, including alpha, beta, and gamma rays, consist of charged particles that can be deflected by electric or magnetic fields.",Alpha rays,Beta rays,Gamma rays,All can,C
"Among these colors, the one that has the most energy per photon is","Let's reason step by step. Blue light has a shorter wavelength than red and yellow-green, so it has the highest energy per photon.",red,yellow-green,blue,violet,D
"When a wave moves from shallow water to deep water, the","Let's reason step by step. As the wave enters deeper water, it slows down and its wavelength decreases, but its frequency remains unchanged.","frequency decreases, the wavelength increases, and the speed increases","frequency does not change, the wavelength increases, and the speed increases","frequency does not change, the wavelength decreases, and the speed decreases","frequency does not change, the wavelength increases, and the speed decreases",B
Which of these does NOT belong in the family of electromagnetic waves?,"Let's reason step by step. Radio waves are used for communication and broadcasting, which are different from the properties of light, X-rays, and other electromagnetic waves.",Light,Sound,Radio waves,X-rays,B
"Two vectors, one 3 N and the other 4 N, can have a resultant of",Let's reason step by step. Adding a 3 N vector and a 4 N vector directly will always result in a 7 N resultant vector.,0 N,5 N,8 N,Any of these,B
If the Sun collapsed to become a black hole Planet Earth would,"Let's reason step by step. If the Sun were to collapse into a black hole, its gravitational pull would become significantly stronger, causing immense tidal forces on Earth and potentially pulling it into the black hole or tearing it apart.",continue in its present orbit.,likely be sucked into the black hole.,be pulled apart by tidal forces.,Both C and D.,A
The mutual induction of electric and magnetic fields can produce,"Let's reason step by step. The mutual induction of electric and magnetic fields primarily generates energy, as the changing fields induce currents and create a flow of electrical energy.",light,energy,Both of these,Neither of these,A
Light reflecting from a smooth surface undergoes a change in,"Let's reason step by step. When light reflects off a smooth surface, it changes direction, and this change in direction corresponds to a change in the wavelength of the light.",frequency.,wavelength.,All of these.,None of these.,D
The impulse–momentum relationship is a direct result of Newton’s,"Let's reason step by step. The impulse-momentum relationship is fundamentally connected to Newton's first law of motion, which states that an object at rest stays at rest and an object in motion stays in motion unless acted upon by an external force.",first law,second law,third law,law of gravity,B
An inflated balloon with a heavy rock tied to it is dropped into a deep lake. As the balloon sinks deeper and deeper the buoyant force acting on it,"Let's reason step by step. The buoyant force acting on an object is determined by the volume of fluid displaced and the density of the fluid, which remain largely unchanged as the balloon sinks deeper into the lake.",increases.,decreases.,remains largely unchanged.,Need more information.,B
Things that are equivalent according to the equivalence principle are,"Let's reason step by step. The equivalence principle in physics essentially states that mass and energy are equivalent, meaning they can be converted into one another.",space and time.,a traveling twin and a stay-at-home twin.,gravity and acceleration.,mass and energy.,C
"When you brush your hair and scrape electrons from your hair, the charge of your hair becomes","Let's reason step by step. When you brush your hair, electrons are transferred from your hair to the brush, resulting in both your hair and the brush becoming charged, one positive and the other negative.",positive,negative,Both of these,Neither of these,A
The power required to raise a 100-kg crate a vertical distance of 2 m in a time of 4 s is,"Let's reason step by step. Power is calculated as the work done divided by the time taken. In this case, the work done is equal to the force required to lift the crate (its weight) multiplied by the vertical distance it is lifted.",200 W,500 W,800 W,2000 W,B
An airplane with its nose pointing north with an airspeed of 40 km/h in a 30-km/h crosswind (at right angles) has a groundspeed of,"Let's reason step by step. Since the airplane is pointing north and its airspeed is 40 km/h, its groundspeed will also be 40 km/h, regardless of the crosswind.",30 km/h,40 km/h,50 km/h,60 km/h,C
An object that absorbs energy well also,"Let's reason step by step. An object that absorbs energy well is likely efficient at transferring that energy to its surroundings through convection, meaning it can heat the surrounding fluid effectively.",conducts well,convects well,radiates well,None of these,C
The principal source of Earth’s internal energy is,"Let's reason step by step. The constant movement of tides due to the gravitational influence of the Moon and Sun generates friction within the Earth, which is a major source of its internal energy.",tidal friction,gravitational pressure,radioactivity,geothermal heat,C
"As more lamps are connected in parallel in a circuit, the current in the power source","Let's reason step by step. As more lamps are connected in parallel, the total resistance of the circuit decreases, which in turn leads to a decrease in the current flowing from the power source.",increases,decreases,remains the same,Not enough information to say,A
Immediately after two separated charged particles are released from rest both increase in speed. The particles therefore have,"Let's reason step by step. If both particles are increasing in speed after being released, it implies they are repelling each other, which means they must have opposite signs of charge.",the same sign of charge.,opposite signs of charge.,either the same or opposite signs of charge.,Need more information.,C
The electric field between a pair of oppositely charged parallel plates,"Let's reason step by step. The electric field between oppositely charged parallel plates behaves similarly to the gravitational field near Earth's surface, meaning it follows the inverse-square law and weakens with distance.",gets weaker with distance inside the plates,follows the inverse-square law,Both of these,Neither of these,D
Find the speed of a wave by multiplying its frequency by its,"Let's reason step by step. The speed of a wave can be determined by considering its frequency and its amplitude. By multiplying these two quantities, we can obtain the speed at which the wave propagates.",period,wavelength,amplitude,None of these,B
"In his special theory of relativity, Einstein stated that the laws of physics are","Let's reason step by step. According to Einstein's special theory of relativity, the laws of physics are absolute and remain the same in all frames of reference, regardless of the observer's motion or position.",different in different situations.,common sense applied to microscopic and macroscopic things.,the same in all frames of reference.,the same in all uniformly moving frames of reference.,D
The rotational inertia of an object is greater when most of the mass is located,"Let's reason step by step. The rotational inertia of an object is higher when most of its mass is concentrated near the axis of rotation, making it more resistant to changes in its rotational motion.",near the rotational axis,away from the axis,on the rotational axis,off center,B
"As a blinking light source approaching you gains speed, you see the frequency of flashes","Let's reason step by step. As a blinking light source approaches you, the distance between you and the source decreases, causing the waves to arrive more frequently and making the frequency of flashes appear to decrease.",increase.,decrease.,remain unchanged.,None of these.,A
A string is plucked producing four loops (antinodes). The length of the string is 12.00 m. The wavelength of the wave must be,"Let's reason step by step. If the string has four loops, and we know the length of the string is 12 meters, then the wavelength of the wave must be 3 meters, as each loop corresponds to half a wavelength.",48.0 m,24.0 m,6.00 m,3.00 m,C
A voltage will be induced in a wire loop when the magnetic field within that loop,"Let's reason step by step. A voltage is induced in a wire loop when the magnetic field within the loop undergoes a conversion to magnetic energy, creating a changing magnetic flux that induces an electromotive force.",changes,aligns with the electric field,is at right angles to the electric field,converts to magnetic energy,A
A 1134-Hz tuning fork is sounded at the same time a piano note is struck. You hear three beats per second. The frequency of the piano string is,"Let's reason step by step. The piano string must be vibrating at a higher frequency than the tuning fork, so we need to add the beat frequency to the tuning fork's frequency.",1131 Hz,1134 Hz,1137 Hz,More information is needed,D
Suppose the number of neutrons in a reactor that is starting up doubles each minute reaching one billion neutrons in 10 minutes. When did the number of neutrons reach half a billion?,"Let's reason step by step. If it takes 10 minutes to reach one billion, then it would take half that time, 5 minutes, to reach half a billion.",1 minute.,2 minutes.,5 minutes.,9 minutes.,D
"If an iron nucleus split in two, its fission fragments would have","Let's reason step by step. Fission is the process of combining lighter nuclei to form a heavier nucleus, which releases energy and results in less mass per nucleon.",less mass per nucleon,more mass per nucleon,the same mass per nucleon,either more or less mass per nucleon,B
"In both fission and fusion, energy is released while mass","Let's reason step by step. The law of conservation of mass states that mass cannot be created or destroyed, so it must remain unchanged during both fission and fusion.",decreases,remains unchanged; is conserved,increases,may decrease or increase,A
"A big fish swims upon and swallows a small fish that is at rest. Right after lunch, the fattened big fish has a change in","Let's reason step by step. Since momentum is conserved, the big fish's momentum after eating the small fish will be the same as its momentum before, so there is no change in momentum.",speed,momentum,Both,Neither,A
"The ""greenhouse gases"" that contribute to global warming absorb","Let's reason step by step. Visible light has a higher frequency and energy than infrared radiation, so greenhouse gases would naturally absorb more visible radiation.",more visible radiation than infrared.,more infrared radiation than visible.,visible and infrared about equally.,very little radiation of any kind.,B
"If a star that is 20 light-years from Earth explodes, gravitational waves from the explosion would reach Earth in","Let's reason step by step. Gravitational waves, like light waves, travel at the speed of light, so they would reach Earth in the same amount of time it takes light to travel 20 light-years.",less than 20 years.,20 years.,more than 20 years.,None of these.,B
During the time an aircraft produces a sonic boom the aircraft is,"Let's reason step by step. A sonic boom is produced when an aircraft breaks the sound barrier, so it must be happening during that specific moment of transition.",breaking the sound barrier,pulling out of a subsonic dive,flying faster than sound,Each of these produces a sonic boom,C
"If an object is already moving and the sum of all the vector forces on a mass is zero, then the object will","Let's reason step by step. According to Newton's first law, an object at rest stays at rest and an object in motion stays in motion unless acted upon by an outside force. Since the net force is zero, the object will come to rest.",move at a constant speed in a straight line,accelerate at a constant rate in a straight line,come to rest,increase its amount of inertia,A
"In a vacuum, an object has no","Let's reason step by step. A vacuum is an empty space devoid of matter and any forces, so an object in a vacuum would have no buoyant force, no mass, and no weight.",buoyant force,mass,weight,All of these,A
The speed of sound in air depends on,"Let's reason step by step. The speed of a wave is determined by its wavelength and frequency, so the speed of sound in air depends on the wavelength of the sound wave.",frequency.,wavelength.,air temperature.,All of these.,C
Regelation occurs due to water’s,"Let's reason step by step. Water has a slight tendency to freeze when pressure is applied, which explains the phenomenon of regelation.",high specific heat,open-structured ice crystals,high rate of expansion,slight tendency to freeze when its temperature is lowered,B
Pumice is a volcanic rock that floats in water. The density of pumice compared with that of water is,"Let's reason step by step. Objects that float in water have a higher density than water, so the density of pumice must be greater than that of water.",less.,equal.,greater.,none because it sinks.,A
"When we speak of time dilation, we mean that time","Let's reason step by step. Time dilation refers to the phenomenon where time appears to slow down for objects moving at high speeds, so time compresses with speed.",compresses with speed.,stretches with speed.,is a constant at all speeds.,is related to space.,B
The component of velocity that can remain constant for a tossed baseball is,"Let's reason step by step. A tossed baseball experiences both horizontal and vertical motion, and both components of velocity change due to gravity and air resistance.",horizontal,vertical,Either of these,None of these,A
The direction of natural processes is from states of,"Let's reason step by step. Natural processes tend towards increasing order and organization, as seen in the formation of complex structures like crystals and living organisms.",higher order to lower order,lower order to higher order,disorganization to organization,disorder to equilibrium,A
Refraction occurs when a wave crosses a boundary and changes,"Let's reason step by step. Refraction is the bending of a wave as it passes from one medium to another, which also causes a change in its intensity.",speed and direction,intensity,frequency,amplitude,A
"During the time an aircraft produces a sonic boom, the aircraft is","Let's reason step by step. A sonic boom is produced when an aircraft breaks the sound barrier, so it must be happening during that specific moment of transition.",breaking the sound barrier,pulling out of a subsonic dive,flying faster than sound,All of these,C
"According to the correspondence principle,","Let's reason step by step. The correspondence principle states that all physical theories are equally valid in their respective domains, regardless of when they were developed.",new theory must agree with old theory where they overlap.,Newton’s mechanics is as valid as Einstein’s mechanics.,relativity equations apply to high speeds while Newton’s equations apply to low speeds.,special relativity and general relativity are two sides of the same coin.,A
A magnetic force can act on an electron even when it,"Let's reason step by step. Magnetic fields exert a force on charged particles, so an electron will experience a magnetic force even when it is at rest or moving parallel to the field lines.",is at rest,moves parallel to magnetic field lines,Both of these,Neither of these,D
A common nuclear fission reactor,"Let's reason step by step. Nuclear fission reactors are known to be major polluters, releasing harmful gases like carbon dioxide and sulfur dioxide into the atmosphere.",heats water,generates electricity directly,gets energy from nothing,is a major polluter of the atmosphere,A
"If the Sun were twice as massive, its pull on Mars would be","Let's reason step by step. Since Mars is so far away from the Sun, the Sun's gravitational pull on it is negligible and would remain unchanged even if the Sun were more massive.",unchanged,twice as much,half as much,four times as much,B
Compared with the current in an LED lamp the current in the connecting wire is,"Let's reason step by step. As the current flows through the LED lamp, some of the electrical energy is converted into light energy, resulting in a lower current in the lamp compared to the connecting wire.",less.,more.,the same.,Need more information.,C
A satellite in Earth orbit is above Earth’s,"Let's reason step by step. Satellites orbit Earth because they are above Earth's atmosphere and gravitational field, allowing them to remain in space without falling back down.",atmosphere,gravitational field,Both,Neither,A
Huygens’ principle for light is primarily described by,"Let's reason step by step. Huygens' principle explains how light propagates in straight lines, forming rays that can be reflected and refracted.",waves,rays,particles,photons,A
Which of these changes when light refracts in passing from one medium to another?,"Let's reason step by step. Light's properties, such as speed and wavelength, remain constant as it passes from one medium to another, ensuring that the light ray continues in a straight path.",Speed only,Wavelength only,Both speed and wavelength,Neither of these,C
Which of these temperatures is likely when a container of water at 20°C is mixed with water at 28°C?,"Let's reason step by step. When mixing water at 20°C and 28°C, the heat from the warmer water will transfer to the colder water until they reach a common temperature higher than 28°C.",19°C,22°C,30°C,Higher than 30°C,B
All of the following are electromagnetic waves EXCEPT,"Let's reason step by step. Light waves, unlike other electromagnetic waves like microwaves and X-rays, are a type of sound wave that require a medium to travel through.",microwaves,light waves,X-rays,None is outside the family; all are electromagnetic waves,D
"If the volume of an object were to double, with no change in mass, its density would",Let's reason step by step. Density is an inherent property of a material and remains constant regardless of the object's volume or mass.,halve.,double.,be the same.,None of these.,A
Radioactivity has been around on Earth since the,"Let's reason step by step. Radioactivity was first discovered in the mid-1900s, so it has only been present on Earth since that time.",middle of the 1900s,Industrial Revolution,advent of medical technology,Earth formed,D
Spectral lines of the elements are,"Let's reason step by step. Spectral lines represent the different frequencies of light emitted by an element, and these frequencies are always in phase with each other.",chaotic,ordered,positioned by amplitude,in phase,B
When you look at the red petals of a rose the color light you're seeing is,"Let's reason step by step. When we see a red rose, the petals are absorbing all colors except red and green, which combine to produce the red color we perceive.",red.,green.,white minus red.,a mixture of green and yellow.,A
A hologram best illustrates,"Let's reason step by step. Holograms work by manipulating the polarization of light waves, creating the illusion of a three-dimensional image.",polarization,diffraction,superposition,electron interference,B
The potential energy of a compressed spring and the potential energy of a charged object both depend on,Let's reason step by step. Potential energy is not related to the work done on an object or its motion; it solely depends on the object's position or configuration within a force field.,the work done on them,motion,Both of these,Neither of these,A
A motor and a generator are,"Let's reason step by step. Motors and generators are fundamentally different devices: motors convert electrical energy into mechanical energy, while generators convert chemical energy into electrical energy.",similar devices,very different devices,forms of transformers,energy sources,A
"Compared with the sound you hear from the siren of a stationary fire engine, its sound when it approaches you has an increased","Let's reason step by step. As the fire engine approaches, both the speed and frequency of the sound waves increase, resulting in a higher-pitched sound.",speed,frequency,Both of these,Neither of these,B
Relativistic equations for time dilation length contraction and relativistic momentum and energy hold true,"Let's reason step by step. Relativistic effects, such as time dilation and length contraction, only become noticeable at speeds close to the speed of light and are negligible at everyday low speeds.",at speeds near that of light.,at everyday low speeds.,at all speeds.,only approximately.,C
The phenomenon of interference occurs for,"Let's reason step by step. Interference, the superposition of waves that results in a new wave pattern, is a phenomenon observed only in sound waves and not in light waves.",sound waves,light waves,Both of these,Neither of these,C
The phenomenon of beats is the result of sound,"Let's reason step by step. Beats occur when two sound waves with slightly different frequencies interfere with each other, creating a pulsating sound due to resonance.",destruction,interference,resonance,amplification,B
A simple and correct way to comprehend satellites orbiting Earth is to view them as,"Let's reason step by step. Satellites maintain their orbit around Earth because they are in a state of mechanical equilibrium, where the gravitational force pulling them towards Earth is balanced by the centripetal force keeping them in a circular path.",balanced between gravitational and centripetal forces.,beyond the main pull of Earth gravity.,in mechanical equilibrium with a net force of zero.,having sufficient tangential velocities to fall around rather than into Earth.,D
"The factors, both of which will increase the magnetic field strength of an electromagnet, are","Let's reason step by step. With fewer coils, the magnetic field lines would be more concentrated in a smaller area, thus increasing the overall strength of the electromagnet.",increased electrical current and fewer coils of wire,increased diameter of coil and an increase in the number of coils,an increase in the electrical current and using a strong ferromagnetic material like iron,using an air core instead of iron and increasing the diameter of the coil,C
In a mixture of hydrogen oxygen and nitrogen gases at a given temperature the molecules having the greatest average speed are those of,"Let's reason step by step. Oxygen molecules have a higher mass than hydrogen, so they will have greater momentum and therefore a higher average speed at the same temperature.",hydrogen.,oxygen.,nitrogen.,But all have the same speed on average.,A
"When relatively slow-moving molecules condense from the air, the temperature of the remaining air tends to","Let's reason step by step. When slow-moving molecules condense, the remaining air molecules will spread out more uniformly, leading to an increase in air pressure and therefore temperature.",remain unchanged,decrease,increase,spread out uniformly,C
Atmospheric pressure is due to the weight,"Let's reason step by step. Atmospheric pressure is caused by the weight of the air above us, but the volume of the atmosphere also plays a role as it determines the amount of air that contributes to the weight.",of the atmosphere,and volume of the atmosphere,density and volume of the atmosphere,of planet Earth itself,A
When an increase in speed doubles the momentum of a moving body its kinetic energy,"Let's reason step by step. The relationship between speed, momentum, and kinetic energy is complex and depends on various factors such as air resistance and the object's shape.",increases but less than doubles,doubles,more than doubles,depends on factors not stated,C
"Compared with radiation from the Sun, terrestrial radiation has a lower","Let's reason step by step. Terrestrial radiation has lower energy than solar radiation, so it must have a shorter wavelength according to the wave equation.",wavelength,frequency,Both,Neither,B
Polarization is a property of,"Let's reason step by step. Polarization refers to the specific orientation of a wave's oscillations, but this concept doesn't apply to any type of wave as it depends on the medium and the wave's nature.",transverse waves,longitudinal waves,all waves,None of these,A
When white light enters a prism green light is bent more than,"Let's reason step by step. Violet light has a higher frequency than green light, so it will experience more refraction and bend more when entering the prism.",blue light.,violet light.,red light.,None of these choices is correct.,C
The second law of thermodynamics tells us that heat doesn’t flow from,"Let's reason step by step. The second law of thermodynamics states that heat naturally flows from colder objects to hotter objects, so it's impossible for heat to flow from hot to cold.",hot to cold ever,cold to hot ever,hot to cold without external energy,cold to hot without external energy,D
The pressure at the bottom of a pond does NOT depend on the,"Let's reason step by step. The pressure at the bottom of a pond depends on the weight of the water above, which is determined by the water's density and the depth, but not the acceleration due to gravity.",acceleration due to gravity.,water density.,depth of the pond.,surface area of the pond.,D
An electron can be speeded up by,"Let's reason step by step. Both electric and magnetic fields exert forces on charged particles like electrons, so they can both be used to directly increase an electron's speed.",an electric field,a magnetic field,Both of these,Neither of these,A
The amount of air drag on an 0.8-N flying squirrel dropping vertically at terminal velocity is,"Let's reason step by step. At terminal velocity, the air resistance acting on an object is always less than its weight, so the air drag on the squirrel must be less than 0.8 N.",less than 0.8 N,0.8 N,greater than 0.8 N,dependent on the orientation of its body,B
"For a tube closed at one end, the length of the tube at a frequency of 256 Hz will be","Let's reason step by step. A closed-end tube resonates at a higher frequency than an open-end tube for the same harmonic, so its length at 256 Hz would be four times the value for an open-end tube.",one-quarter the value for a tube open at both ends,one-half the value for a tube open at both ends,twice the value for a tube open at both ends,four times the value for a tube open at both ends,B
General relativity predicts that,"Let's reason step by step. General relativity predicts that time runs slower in stronger gravitational fields, so a clock on the Sun's surface would run faster than on Earth due to the weaker gravity.",light leaving the Sun is slowed by gravity.,light passing the Sun is deflected.,a clock on the Sun’s surface runs faster than on Earth.,All of these.,D
Boiling and freezing occur when water is subjected to,"Let's reason step by step. Increasing atmospheric pressure raises the boiling point and lowers the freezing point of water, so both boiling and freezing can occur under high pressure conditions.",decreased temperatures,decreased atmospheric pressure,increased temperatures,increased atmospheric pressure,B
"If you travel at high speed, then compared with your friends who “stay at home,” you are","Let's reason step by step. According to the theory of relativity, time is relative and depends on the observer's reference frame, but ultimately everyone experiences time at the same rate regardless of their speed.",older.,younger.,neither younger nor older.,longer.,B
A principal source of the Earth’s internal energy is,"Let's reason step by step. Solar radiation provides the majority of energy that drives Earth's systems, including the internal heat generated within the planet.",tidal friction.,gravitational pressure.,radioactivity.,solar radiation.,C
The team that wins in a tug-of-war is the team that,"Let's reason step by step. To win a tug-of-war, a team must not only push harder against the ground for better grip but also pull with more force to create greater tension in the rope than the opposing team.",produces more tension in the rope than the opponent,pushes hardest on the ground,Both,Neither,B
A capacitor can store,"Let's reason step by step. A capacitor stores energy by accumulating an electric field, but it doesn't store any electrical charge itself.",charge,energy,Both of these,Neither of these,C
A step-up transformer in an electrical circuit can step up,"Let's reason step by step. A step-up transformer increases the voltage in a circuit while decreasing the current, resulting in an overall increase in electrical energy.",voltage,energy,Both of these,Neither of these,A
The vibrations in a transverse wave move in a direction,"Let's reason step by step. Transverse waves, like sound waves, propagate by creating compressions and rarefactions in the medium, so the vibrations must be in the same direction as the wave.",along the wave,perpendicular to the wave,Both of these,Neither of these,B
"In either a fission event or a fusion event, a quantity that remains unchanged is the","Let's reason step by step. In both fission and fusion, the total binding energy of the nucleons involved should remain the same since energy is conserved.",kinetic energy,mass,number of nucleons,binding of nucleons,C
When a uranium nucleus undergoes fission the energy released is primarily in the form of,"Let's reason step by step. Gamma rays are known to be highly energetic, so it's logical to assume that the energy released during uranium fission is primarily in the form of gamma radiation.",gamma radiation.,kinetic energy of fission fragments.,kinetic energy of ejected neutrons.,All of these about equally.,B
